Nº de referencia,Asociación de tabla,Clave ajena,Desactivado,Descripción,Fecha de creación,Fecha de última actualización,ID de archivo anexo,Índice de palabras clave,Nombre,Nombre de archivo de usuario ,Nombre de archivo local,Privado,Secuencia,Tamaño,Tipo,Tipo de contenido
160916-000425,Incidentes,23141,,,'2016-09-16 12:46:06','2016-09-16 12:46:06',15643,,,AA319UX tarj de circulacion.pdf,0916/0147404076638299-89dQmj,,,73257,,application/pdf
160916-000425,Incidentes,23141,,,'2016-09-16 12:46:06','2016-09-16 12:46:06',15644,,,AA319UX poliza.pdf,0916/1147404076638299-rDEFne,,,72191,,application/pdf
160916-000433,Incidentes,23144,,,'2016-09-16 12:46:36','2016-09-16 12:46:36',15645,,,LAF461_ccobertura.pdf,0916/0147404079627070-3AQ85a,,,68303,,application/pdf
160916-000433,Incidentes,23144,,,'2016-09-16 12:46:36','2016-09-16 12:46:36',15646,,,LAF461_tcirculación.pdf,0916/1147404079627070-XfQ1m4,,,73259,,application/pdf
160916-000433,Incidentes,23144,,,'2016-09-16 12:46:36','2016-09-16 12:46:36',15647,,,LAF461_póliza.pdf,0916/2147404079627070-kvbgVY,,,72123,,application/pdf
160916-000452,Incidentes,23159,,,'2016-09-16 12:54:57','2016-09-16 12:54:57',15648,,,certificado de cobertura.pdf,0916/0147404129724453-wSyO38,,,68392,,application/pdf
160916-000452,Incidentes,23159,,,'2016-09-16 12:54:57','2016-09-16 12:54:57',15649,,,mercosur y tarjeta de circulacion.pdf,0916/1147404129724453-uaRm0R,,,73071,,application/pdf
160916-000452,Incidentes,23159,,,'2016-09-16 12:54:57','2016-09-16 12:54:57',15650,,,poliza.pdf,0916/2147404129724453-N4iHIC,,,71232,,application/pdf
160916-000465,Incidentes,23172,,,'2016-09-16 13:03:37','2016-09-16 13:03:37',15654,,,Siniestro 10 427719.pdf,0916/0147404181716937-UK0GfD,,,69622,,application/pdf
160916-000467,Incidentes,23173,,,'2016-09-16 13:04:50','2016-09-16 13:04:50',15658,,,certificado de cobertura.pdf,0916/014740418903724-lxPBz2,,,68291,,application/pdf
160916-000467,Incidentes,23173,,,'2016-09-16 13:04:50','2016-09-16 13:04:50',15659,,,mercosur y tarjeta de circulacion.pdf,0916/114740418903724-K7WSJh,,,73056,,application/pdf
160916-000472,Incidentes,23177,,,'2016-09-16 13:09:50','2016-09-16 13:09:50',15660,,,NBM651.pdf,0916/0147404219018490-KQvgHn,,,73081,,application/pdf
160916-000476,Incidentes,23179,,,'2016-09-16 13:14:10','2016-09-16 13:14:10',15661,,,MSS122_ccobertura.pdf,0916/0147404245027453-Hecna0,,,68297,,application/pdf
160916-000476,Incidentes,23179,,,'2016-09-16 13:14:10','2016-09-16 13:14:10',15662,,,MSS122_tcirculación.pdf,0916/1147404245027453-ARPDBi,,,73252,,application/pdf
160916-000476,Incidentes,23179,,,'2016-09-16 13:14:10','2016-09-16 13:14:10',15663,,,MSS122_póliza.pdf,0916/2147404245027453-GZQmEC,,,72077,,application/pdf
160916-000479,Incidentes,23181,,,'2016-09-16 13:15:35','2016-09-16 13:15:35',15664,,,GR44521A_718531_153622.PDF,0916/0147404253521409-LcOOUc,,,63116,,application/pdf
160916-000482,Incidentes,23183,,,'2016-09-16 13:15:57','2016-09-16 13:15:57',15666,,,raw_message.mht,0916/014740425582113-f2jIgC,,,49060,,text/html
160916-000483,Incidentes,23187,,,'2016-09-16 13:17:34','2016-09-16 13:17:34',15667,,,ICO1   00 209125 CLAUSULAS.pdf,0916/014740426549836-il7GHM,,,234935,,application/pdf
160916-000483,Incidentes,23187,,,'2016-09-16 13:17:34','2016-09-16 13:17:34',15668,,,ICO1   00 209125 FRENTE DE POLIZA.pdf,0916/114740426549836-wQLp5u,,,76492,,application/pdf
160916-000483,Incidentes,23187,,,'2016-09-16 13:17:34','2016-09-16 13:17:34',15669,,,ICO1   00 209125 PLAN DE PAGO.pdf,0916/214740426559836-x6N5we,,,65029,,application/pdf
160916-000492,Incidentes,23194,,,'2016-09-16 13:21:27','2016-09-16 13:21:27',15670,,,Siniestro 40 082277.pdf,0916/0147404288740546-tuxvKV,,,69644,,application/pdf
160916-000505,Incidentes,23205,,,'2016-09-16 13:30:56','2016-09-16 13:30:56',15672,,,raw_message.mht,0916/0147404345615799-SZzRO5,,,21585,,text/html
160916-000507,Incidentes,23208,,,'2016-09-16 13:32:29','2016-09-16 13:32:29',15673,,,CERTIFICADO junin 257 INSUA.pdf,0916/0147404354923894-95IMSF,,,78728,,application/pdf
160916-000515,Incidentes,23217,,,'2016-09-16 13:41:21','2016-09-16 13:41:21',15674,,,NAFISSI certificado.pdf,0916/014740440865137-48lbjp,,,77133,,application/pdf
160916-000543,Incidentes,23238,,,'2016-09-16 14:01:00','2016-09-16 14:01:00',15680,,,image001.gif,0916/014740452609605-GeWOjP,,,1065,,image/gif
160916-000543,Incidentes,23238,,,'2016-09-16 14:01:00','2016-09-16 14:01:00',15681,,,raw_message.mht,0916/114740452609605-SDLGYD,,,36130,,text/html
160916-000556,Incidentes,23252,,,'2016-09-16 14:15:00','2016-09-16 14:15:00',15683,,,Cert de cobertura IOR618.pdf,0916/0147404610012641-RXKjma,,,68350,,application/pdf
160916-000556,Incidentes,23252,,,'2016-09-16 14:15:00','2016-09-16 14:15:00',15684,,,Poliza IOR618.pdf,0916/1147404610012641-M1OVuw,,,71171,,application/pdf
160916-000556,Incidentes,23252,,,'2016-09-16 14:15:00','2016-09-16 14:15:00',15685,,,Mercosur IOR618.pdf,0916/2147404610112641-zLK8xU,,,73067,,application/pdf
160916-000556,Incidentes,23252,,,'2016-09-16 14:15:00','2016-09-16 14:15:00',15686,,,Tarj de circulación IOR618.pdf,0916/3147404610112641-VqcXTj,,,73067,,application/pdf
160916-000567,Incidentes,23262,,,'2016-09-16 14:19:34','2016-09-16 14:19:34',15688,,,JQU900 certificado de cobertura.pdf,0916/0147404637410910-Kz6jok,,,68340,,application/pdf
160916-000567,Incidentes,23262,,,'2016-09-16 14:19:34','2016-09-16 14:19:34',15689,,,JQU900 copia de poliza.pdf,0916/1147404637410910-cZJVaP,,,72134,,application/pdf
160916-000567,Incidentes,23262,,,'2016-09-16 14:19:34','2016-09-16 14:19:34',15690,,,JQU900 tarjeta de circulacion.pdf,0916/2147404637410910-wabx5l,,,73093,,application/pdf
160916-000588,Incidentes,23279,,,'2016-09-16 14:32:35','2016-09-16 14:32:35',15692,,,CERTIF MERCOSUR - MSR455.pdf,0916/0147404715538779-8IOaXe,,,73103,,application/pdf
160916-000594,Incidentes,23286,,,'2016-09-16 14:40:01','2016-09-16 14:40:01',15693,,,KLP605 cob.pdf,0916/014740476011147-P51u2n,,,68296,,application/pdf
160916-000594,Incidentes,23286,,,'2016-09-16 14:40:01','2016-09-16 14:40:01',15694,,,KLP605.pdf,0916/114740476011147-dzeyfi,,,73071,,application/pdf
160916-000594,Incidentes,23286,,,'2016-09-16 14:40:01','2016-09-16 14:40:01',15695,,,KLP605 poliza.pdf,0916/214740476011147-3NrOme,,,72060,,application/pdf
160916-000598,Incidentes,23287,,,'2016-09-16 14:40:21','2016-09-16 14:40:21',15696,,,denuncia 10 299425.pdf,0916/0147404762148964-d7Bmww,,,69631,,application/pdf
160916-000595,Incidentes,23288,,,'2016-09-16 14:40:48','2016-09-16 14:40:48',15697,,,clausula1.pdf,0916/0147404764824903-U2m16P,,,138437,,application/pdf
160916-000595,Incidentes,23288,,,'2016-09-16 14:40:48','2016-09-16 14:40:48',15698,,,clausula2.pdf,0916/1147404764824903-sDmFX2,,,137674,,application/pdf
160916-000595,Incidentes,23288,,,'2016-09-16 14:40:48','2016-09-16 14:40:48',15699,,,clausula3.pdf,0916/2147404764824903-gQlnmi,,,79728,,application/pdf
160916-000595,Incidentes,23288,,,'2016-09-16 14:40:48','2016-09-16 14:40:48',15700,,,poliza.pdf,0916/3147404764824903-OKQiMy,,,72973,,application/pdf
160916-000604,Incidentes,23292,,,'2016-09-16 14:44:53','2016-09-16 14:44:53',15701,,,NHW083 certificado de cobertura.pdf,0916/0147404789321836-9oiD4T,,,68360,,application/pdf
160916-000607,Incidentes,23294,,,'2016-09-16 14:45:51','2016-09-16 14:45:51',15702,,,raw_message.mht,0916/0147404795215282-P5Fqt2,,,10765,,text/html
160916-000608,Incidentes,23295,,,'2016-09-16 14:45:52','2016-09-16 14:45:52',15703,,,raw_message.mht,0916/0147404795215304-epqTlr,,,27861,,text/html
160916-000609,Incidentes,23296,,,'2016-09-16 14:45:53','2016-09-16 14:45:53',15705,,,raw_message.mht,0916/0147404795415397-xKedx3,,,82509,,text/html
160916-000615,Incidentes,23302,,,'2016-09-16 14:50:42','2016-09-16 14:50:42',15706,,,TARJETA DE CIRCULACION MUN266.pdf,0916/0147404824228340-zkKHqL,,,73085,,application/pdf
160916-000618,Incidentes,23305,,,'2016-09-16 14:51:47','2016-09-16 14:51:47',15707,,,MGO870.pdf,0916/0147404830721751-5ILLLN,,,73060,,application/pdf
160916-000619,Incidentes,23310,,,'2016-09-16 14:54:17','2016-09-16 14:54:17',15709,,,Poliza Hogar.pdf,0916/0147404845710327-DZWhKx,,,77025,,application/pdf
160916-000610,Incidentes,23311,,,'2016-09-23 10:16:49','2016-09-23 10:16:49',17324,,,DOMINIO EGB393.pdf,0923/0147463660918804-CNji9H,,,127507,,application/pdf
160916-000625,Incidentes,23312,,,'2016-09-16 14:58:31','2016-09-16 14:58:31',15711,,,LIW301 copia poliza.pdf,0916/0147404871131780-WhTsNv,,,72107,,application/pdf
160916-000625,Incidentes,23312,,,'2016-09-16 14:58:31','2016-09-16 14:58:31',15712,,,LIW301 poliza mercosur.pdf,0916/1147404871131780-hyssqa,,,73060,,application/pdf
160916-000634,Incidentes,23321,,,'2016-09-16 16:53:54','2016-09-16 16:53:54',15752,,,raiti.pdf,0916/0147405563433652-YuvGt5,,,77113,,application/pdf
160916-000634,Incidentes,23321,,,'2016-09-16 16:53:54','2016-09-16 16:53:54',15753,,,Condiciones_Hogar_2013.pdf,0916/1147405563433652-PznN4e,,,1415953,,application/pdf
160916-000653,Incidentes,23334,,,'2016-09-16 15:19:27','2016-09-16 15:19:27',15713,,,INY016 certificado de cobertura.pdf,0916/0147404996812583-pSxNEu,,,68376,,application/pdf
160916-000653,Incidentes,23334,,,'2016-09-16 15:19:27','2016-09-16 15:19:27',15714,,,INY016 copia de poliza.pdf,0916/1147404996812583-6OfQYG,,,71197,,application/pdf
160916-000653,Incidentes,23334,,,'2016-09-16 15:19:27','2016-09-16 15:19:27',15715,,,INY016 tarjeta de ciruclacion.pdf,0916/2147404996812583-J5yr9U,,,73264,,application/pdf
160916-000650,Incidentes,23337,,,'2016-09-16 15:21:21','2016-09-16 15:21:21',15716,,,LQX816 poliza.pdf,0916/0147405008120135-wrrTe0,,,79843,,application/pdf
160916-000650,Incidentes,23337,,,'2016-09-16 15:21:21','2016-09-16 15:21:21',15717,,,LQX816 mercosur.pdf,0916/1147405008120135-5OfXtL,,,73052,,application/pdf
160916-000650,Incidentes,23337,,,'2016-09-16 15:21:21','2016-09-16 15:21:21',15718,,,LQX815 mercosur.pdf,0916/2147405008220135-fY1LNy,,,80158,,application/pdf
160916-000650,Incidentes,23337,,,'2016-09-16 15:21:21','2016-09-16 15:21:21',15719,,,LQX815 poliza.pdf,0916/3147405008220135-f88UGn,,,79843,,application/pdf
160916-000676,Incidentes,23350,,,'2016-09-16 15:30:53','2016-09-16 15:30:53',15726,,,raw_message.mht,0916/0147405065415814-yGUp0w,,,26530,,text/html
160916-000684,Incidentes,23359,,,'2016-09-16 15:37:32','2016-09-16 15:37:32',15728,,,NSW214 tarjeta de circulacion.pdf,0916/0147405105212483-NzLXc5,,,73082,,application/pdf
160916-000694,Incidentes,23366,,,'2016-09-16 15:45:53','2016-09-16 15:45:53',15730,,,raw_message.mht,0916/014740515548176-ldmn8v,,,79805,,text/html
160916-000694,Incidentes,23366,,,'2016-09-19 17:25:53','2016-09-19 17:25:53',16219,,,IWP163 - Certificado de Cobertura.pdf,0919/0147431675323834-GTpoq1,,,68318,,application/pdf
160916-000701,Incidentes,23378,,,'2016-09-16 15:54:23','2016-09-16 15:54:23',15731,,,certif mercosur - 14851203.pdf,0916/014740520632832-KviI7S,,,73077,,application/pdf
160916-000701,Incidentes,23378,,,'2016-09-16 15:54:23','2016-09-16 15:54:23',15732,,,copia plza - 14851203.pdf,0916/114740520632832-8EIEVg,,,72175,,application/pdf
160916-000711,Incidentes,23388,,,'2016-09-16 16:07:28','2016-09-16 16:07:28',15733,,,sturli.jpg,0916/0147405284820587-VKG8wZ,,,1352236,,image/pjpeg
160916-000715,Incidentes,23389,,,'2016-09-16 16:09:00','2016-09-16 16:09:00',15734,,,14893982.pdf,0916/014740529408773-BJ46Ug,,,73086,,application/pdf
160916-000727,Incidentes,23401,,,'2016-09-16 16:17:15','2016-09-16 16:17:15',15735,,,raw_message.mht,0916/0147405343522621-5PNiMc,,,26586,,text/html
160916-000728,Incidentes,23402,,,'2016-09-16 16:17:15','2016-09-16 16:17:15',15736,,,raw_message.mht,0916/0147405343622643-LuZELp,,,35611,,text/html
160916-000730,Incidentes,23403,,,'2016-09-16 16:17:27','2016-09-16 16:17:27',15737,,,pago de póliza 001.jpg,0916/0147405344723481-XZMgCZ,,,169211,,image/jpeg
160916-000730,Incidentes,23403,,,'2016-09-16 16:17:27','2016-09-16 16:17:27',15738,,,raw_message.mht,0916/1147405344723481-7U9ijN,,,250130,,text/html
160916-000729,Incidentes,23406,,,'2016-09-16 18:07:39','2016-09-16 18:07:39',15780,,,barieri2.pdf,0916/0147406005919795-o6xTmP,,,73259,,application/pdf
160916-000729,Incidentes,23406,,,'2016-09-16 18:07:39','2016-09-16 18:07:39',15781,,,barbieri1.pdf,0916/1147406006019795-UMQd5D,,,71774,,application/pdf
160916-000743,Incidentes,23418,,,'2016-09-16 16:34:44','2016-09-16 16:34:44',15740,,,copia denuncia  427974.pdf,0916/0147405448431222-A0tYXE,,,57454,,application/pdf
160916-000754,Incidentes,23424,,,'2016-09-16 16:42:53','2016-09-16 16:42:53',15741,,,NGL308 constancia de pagos.pdf,0916/014740549738506-bT6uUC,,,63051,,application/pdf
160916-000754,Incidentes,23424,,,'2016-09-16 16:42:53','2016-09-16 16:42:53',15742,,,NGL308 poliza mercosur.pdf,0916/114740549738506-c6s4Ud,,,73102,,application/pdf
160916-000755,Incidentes,23425,,,'2016-09-16 16:43:05','2016-09-16 16:43:05',15743,,,denuncia 40 056909.pdf,0916/0147405498519328-UECNy8,,,69701,,application/pdf
160916-000766,Incidentes,23428,,,'2016-09-16 16:46:03','2016-09-16 16:46:03',15746,,,raw_message.mht,0916/014740551631957-ZRYzBB,,,82838,,text/html
160916-000767,Incidentes,23429,,,'2016-09-16 16:46:09','2016-09-16 16:46:09',15747,,,raw_message.mht,0916/014740551706591-AtBA9J,,,25964,,text/html
160916-000767,Incidentes,23429,,,'2016-09-20 09:22:16','2016-09-20 09:22:16',16309,,,cupon de pago .pdf,0920/0147437413612482-lBmq5B,,,46606,,application/pdf
160916-000767,Incidentes,23429,,,'2016-09-20 09:22:16','2016-09-20 09:22:16',16310,,,Certificado cobertura.PDF,0920/1147437413612482-Buccn3,,,68311,,application/pdf
160916-000767,Incidentes,23429,,,'2016-09-20 09:22:16','2016-09-20 09:22:16',16311,,,Certificado de Mercosur .pdf,0920/2147437413612482-joFjvv,,,73091,,application/pdf
160916-000773,Incidentes,23442,,,'2016-09-16 16:55:40','2016-09-16 16:55:40',15754,,,comprobante de pagos.pdf,0916/0147405574041558-Jf12dr,,,62890,,application/pdf
160916-000776,Incidentes,23445,,,'2016-09-16 16:57:18','2016-09-16 16:57:18',15755,,,KKS042 certificado cobertura.pdf,0916/0147405583831424-Swz5Qn,,,68323,,application/pdf
160916-000779,Incidentes,23446,,,'2016-09-16 16:57:45','2016-09-16 16:57:45',15756,,,TRUCCO.pdf,0916/0147405586511513-CPFKOc,,,12910,,application/pdf
160916-000778,Incidentes,23449,,,'2016-09-16 16:58:37','2016-09-16 16:58:37',15757,,,Original_cuadernillo_Hogar_08 04.pdf,0916/014740559183611-xYnaWD,,,1265344,,application/pdf
160916-000778,Incidentes,23449,,,'2016-09-16 16:58:37','2016-09-16 16:58:37',15758,,,raiti.pdf,0916/114740559183611-8puwa3,,,77113,,application/pdf
160916-000782,Incidentes,23451,,,'2016-09-16 18:02:02','2016-09-16 18:02:02',15779,,,mazzitelli.pdf,0916/0147405972216695-HMCcfl,,,145720,,application/pdf
160916-000784,Incidentes,23452,,,'2016-09-16 17:01:50','2016-09-16 17:01:50',15759,,,C PR.pdf,0916/014740561101096-FI1i4C,,,26572,,application/pdf
160916-000786,Incidentes,23453,,,'2016-09-16 17:03:41','2016-09-16 17:03:41',15763,,,denuncia.pdf,0916/0147405622115818-y3d9pY,,,69631,,application/pdf
160916-000800,Incidentes,23462,,,'2016-09-16 17:15:56','2016-09-16 17:15:56',15764,,,raw_message.mht,0916/0147405695631432-A4OvpK,,,15993,,text/html
160916-000801,Incidentes,23465,,,'2016-09-16 17:18:35','2016-09-16 17:18:35',15765,,,20597135.pdf,0916/0147405711532445-U8jRPA,,,73102,,application/pdf
160916-000818,Incidentes,23474,,,'2016-09-16 17:36:21','2016-09-16 17:36:21',15770,,,MYN792 certificado de cobertura.pdf,0916/0147405818116469-TDm4J3,,,68297,,application/pdf
160916-000818,Incidentes,23474,,,'2016-09-16 17:36:21','2016-09-16 17:36:21',15771,,,MYN792 copia de poliza.pdf,0916/1147405818116469-KKWwgR,,,72356,,application/pdf
160916-000818,Incidentes,23474,,,'2016-09-16 17:36:21','2016-09-16 17:36:21',15772,,,MYN792 tarjeta de circulacion.pdf,0916/2147405818216469-wpbQlF,,,73268,,application/pdf
160916-000829,Incidentes,23483,,,'2016-09-16 17:45:53','2016-09-16 17:45:53',15773,,,Presupuesto Cubierta029.pdf,0916/0147405875331216-j0c36C,,,597459,,application/pdf
160916-000829,Incidentes,23483,,,'2016-09-16 17:45:53','2016-09-16 17:45:53',15774,,,raw_message.mht,0916/1147405875331216-9QFRxH,,,835484,,text/html
160916-000839,Incidentes,23493,,,'2016-09-16 18:01:07','2016-09-16 18:01:07',15778,,,raw_message.mht,0916/0147405966722682-JQWuFC,,,30546,,text/html
160916-000849,Incidentes,23506,,,'2016-09-16 18:15:12','2016-09-16 18:15:12',15784,,,cronimo.pdf,0916/0147406051210849-s4Q57S,,,228938,,application/pdf
160916-000855,Incidentes,23507,,,'2016-09-16 18:22:32','2016-09-16 18:22:32',15785,,,circulacion.pdf,0916/014740609525720-bu158m,,,73071,,application/pdf
160916-000855,Incidentes,23507,,,'2016-09-16 18:22:32','2016-09-16 18:22:32',15786,,,poliza.pdf,0916/114740609525720-bdy27c,,,72129,,application/pdf
160916-000857,Incidentes,23511,,,'2016-09-16 18:28:18','2016-09-16 18:28:18',15787,,,JJM377  certificado de cobertura.pdf,0916/0147406129828118-xqTbCe,,,68328,,application/pdf
160916-000861,Incidentes,23514,,,'2016-09-16 18:36:48','2016-09-16 18:36:48',15788,,,JUJ087  certificado de cobertura.pdf,0916/014740618096035-A782PO,,,68326,,application/pdf
160916-000861,Incidentes,23514,,,'2016-09-16 18:36:48','2016-09-16 18:36:48',15789,,,JUJ087  tarjeta de circulacion.pdf,0916/114740618096035-c0gWBV,,,73243,,application/pdf
160916-000861,Incidentes,23514,,,'2016-09-16 18:36:48','2016-09-16 18:36:48',15790,,,JUJ087 copia de poliza.pdf,0916/214740618096035-GXhyW2,,,72166,,application/pdf
160916-000871,Incidentes,23524,,,'2016-09-16 19:00:58','2016-09-16 19:00:58',15791,,,ATT00002.gif,0916/0147406325924697-jwCxYC,,,40556,,image/gif
160916-000871,Incidentes,23524,,,'2016-09-16 19:00:58','2016-09-16 19:00:58',15792,,,raw_message.mht,0916/1147406325924697-iiSgce,,,81952,,text/html
160916-000869,Incidentes,23526,,,'2016-09-16 19:02:06','2016-09-16 19:02:06',15793,,,certificado coberturar PIX167.pdf,0916/0147406332625140-1uXQGe,,,68328,,application/pdf
160916-000872,Incidentes,23527,,,'2016-09-16 19:15:53','2016-09-16 19:15:53',15794,,,raw_message.mht,0916/0147406415326478-tw9cAt,,,10799,,text/html
160916-000876,Incidentes,23531,,,'2016-09-16 20:15:59','2016-09-16 20:15:59',15798,,,raw_message.mht,0916/014740677599921-nGS0vU,,,32523,,text/html
160916-000878,Incidentes,23533,,,'2016-09-16 21:45:48','2016-09-16 21:45:48',15799,,,raw_message.mht,0916/0147407314924603-uDmSQR,,,14095,,text/html
160916-000879,Incidentes,23534,,,'2016-09-16 22:00:54','2016-09-16 22:00:54',15800,,,Factura 53 Reparacio urgente Sta Fe 1440-42 - Subsuelo.gif,0916/0147407405527221-rWZaRI,,,328140,,image/gif
160916-000879,Incidentes,23534,,,'2016-09-16 22:00:54','2016-09-16 22:00:54',15801,,,IMG_20160915_122142.jpg,0916/1147407405527221-gnO5p7,,,662511,,image/jpeg
160916-000879,Incidentes,23534,,,'2016-09-16 22:00:54','2016-09-16 22:00:54',15802,,,raw_message.mht,0916/2147407405527221-RikxSw,,,1375802,,text/html
160916-000880,Incidentes,23535,,,'2016-09-16 22:00:55','2016-09-16 22:00:55',15803,,,raw_message.mht,0916/0147407405527231-jvLggj,,,16567,,text/html
160916-000880,Incidentes,23535,,,'2016-09-20 11:30:51','2016-09-20 11:30:51',16424,,,HQP705 - Certificado de Cobertura.pdf,0920/0147438185132619-ppDXzf,,,68294,,application/pdf
160916-000880,Incidentes,23535,,,'2016-09-20 11:30:51','2016-09-20 11:30:51',16425,,,HQP705 - Clausulas Generales.pdf,0920/1147438185132619-c2Q9FG,,,78700,,application/pdf
160916-000880,Incidentes,23535,,,'2016-09-20 11:30:51','2016-09-20 11:30:51',16426,,,HQP705 - Clausulas.pdf,0920/2147438185132619-lUIKC8,,,116964,,application/pdf
160916-000880,Incidentes,23535,,,'2016-09-20 11:30:51','2016-09-20 11:30:51',16427,,,HQP705 - Mercosur.pdf,0920/3147438185132619-qH7AoB,,,73235,,application/pdf
160916-000880,Incidentes,23535,,,'2016-09-20 11:30:51','2016-09-20 11:30:51',16428,,,HQP705 - Poliza.pdf,0920/4147438185132619-NnHbK4,,,72222,,application/pdf
160916-000883,Incidentes,23538,,,'2016-09-16 22:30:52','2016-09-16 22:30:52',15806,,,Ver 8 B en presupuesto adjunto Sta Fe 1440-42.gif,0916/0147407585312965-Xh1R8r,,,548822,,image/gif
160916-000883,Incidentes,23538,,,'2016-09-16 22:30:52','2016-09-16 22:30:52',15807,,,raw_message.mht,0916/1147407585312965-8T5OYD,,,778769,,text/html
160916-000884,Incidentes,23539,,,'2016-09-16 22:30:54','2016-09-16 22:30:54',15808,,,IMG-20160909-WA0001.jpg,0916/0147407585513034-2oklTm,,,150554,,image/jpeg
160916-000884,Incidentes,23539,,,'2016-09-16 22:30:54','2016-09-16 22:30:54',15809,,,raw_message.mht,0916/1147407585513034-SZ7VVD,,,223316,,text/html
160917-000000,Incidentes,23544,,,'2016-09-17 00:15:51','2016-09-17 00:15:51',15810,,,raw_message.mht,0917/014740821516664-vtHnv3,,,11260,,text/html
160917-000002,Incidentes,23546,,,'2016-09-17 08:35:28','2016-09-17 08:35:28',15811,,,MERCOSUR,0917/0147411212837555-2JVKIq,0,,73098,,application/pdf
160917-000003,Incidentes,23547,,,'2016-09-17 08:58:33','2016-09-17 08:58:33',15812,,,MERCOSUR,0917/0147411351326603-FU21ot,0,,73091,,application/pdf
160917-000004,Incidentes,23548,,,'2016-09-17 09:00:15','2016-09-17 09:00:15',15813,,,clausulas generales.pdf,0917/0147411361538892-aRfFlE,,,78707,,application/pdf
